,ano,codigo,rdeser,total_matriculados,mat_mas,promedio_edad,municipal,particular,arancel,total_titulados,rmat_tit,clasif_inst_n3,area_ocde,modalidad,jornada,acreditada
10069,2011,I143S7C77J2V1,Alto,Medio Alto,Medio Alto,Medio Alto,Medio,Muy Bajo,Muy Bajo,Medio,Medio Alto,Institutos Profesionales,SERVICIOS,PRESENCIAL,VESPERTINO,no acreditado
10070,2011,I143S7C77J1V1,Alto,Medio,Medio Alto,Bajo,Medio Alto,Bajo,Muy Bajo,Muy Bajo,Medio Alto,Institutos Profesionales,SERVICIOS,PRESENCIAL,DIURNO,no acreditado
10071,2011,I143S7C73J2V1,Alto,Medio Alto,Medio,Alto,Bajo,Muy Bajo,Muy Bajo,Bajo,Medio Alto,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,no acreditado
10072,2011,I143S7C72J1V1,Medio Alto,Medio Alto,Muy Bajo,Muy Bajo,Medio,Medio,Bajo,Alto,Muy Bajo,Institutos Profesionales,SERVICIOS,PRESENCIAL,DIURNO,no acreditado
10074,2011,I143S7C70J1V1,Medio,Alto,Muy Bajo,Muy Bajo,Bajo,Bajo,Bajo,Alto,Muy Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
10075,2011,I143S7C69J2V1,Bajo,Medio Alto,Bajo,Medio Alto,Medio,Muy Bajo,Muy Bajo,Alto,Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,VESPERTINO,no acreditado
10076,2011,I143S7C69J1V1,Bajo,Alto,Muy Bajo,Muy Bajo,Medio,Medio,Bajo,Alto,Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
10077,2011,I143S7C63J2V1,Alto,Bajo,Muy Bajo,Medio Alto,Bajo,Muy Bajo,Bajo,Medio,Muy Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,VESPERTINO,no acreditado
10078,2011,I143S7C63J1V1,Alto,Medio Alto,Muy Bajo,Muy Bajo,Medio,Bajo,Bajo,Medio Alto,Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
10080,2011,I143S7C61J2V1,Medio Alto,Medio,Muy Bajo,Medio Alto,Bajo,Bajo,Bajo,Medio Alto,Muy Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,VESPERTINO,no acreditado
10081,2011,I143S7C61J1V1,Medio,Medio Alto,Muy Bajo,Bajo,Medio,Medio,Bajo,Alto,Muy Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
10082,2011,I143S7C59J1V1,Medio Alto,Medio Alto,Muy Bajo,Muy Bajo,Bajo,Medio,Bajo,Alto,Muy Bajo,Institutos Profesionales,SERVICIOS,PRESENCIAL,DIURNO,no acreditado
10083,2011,I143S7C53J1V1,Muy Bajo,Medio Alto,Muy Bajo,Bajo,Medio,Medio,Bajo,Alto,Muy Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
10084,2011,I143S7C4J1V1,Medio,Bajo,Medio,Muy Bajo,Bajo,Muy Bajo,Bajo,Bajo,Muy Bajo,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,no acreditado
10085,2011,I143S7C43J2V1,Medio Alto,Medio,Alto,Medio Alto,Bajo,Muy Bajo,Bajo,Medio Alto,Medio Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,no acreditado
10086,2011,I143S7C43J1V1,Medio Alto,Medio,Alto,Muy Bajo,Medio,Medio Alto,Bajo,Medio Alto,Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
10087,2011,I143S7C39J2V1,Alto,Medio,Muy Bajo,Medio Alto,Bajo,Bajo,Muy Bajo,Medio Alto,Muy Bajo,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,no acreditado
10088,2011,I143S7C39J1V1,Medio Alto,Medio,Muy Bajo,Muy Bajo,Bajo,Medio,Muy Bajo,Medio Alto,Muy Bajo,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,no acreditado
10089,2011,I143S7C38J2V1,Alto,Muy Bajo,Medio Alto,Medio Alto,Medio,Medio,Bajo,Bajo,Medio Alto,Institutos Profesionales,HUMANIDADES Y ARTES,PRESENCIAL,VESPERTINO,no acreditado
10090,2011,I143S7C38J1V1,Bajo,Bajo,Medio Alto,Bajo,Medio,Medio Alto,Bajo,Medio,Medio Alto,Institutos Profesionales,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,no acreditado
10091,2011,I143S7C37J1V1,Medio,Muy Bajo,Medio Alto,Bajo,Medio Alto,Bajo,Medio Alto,Bajo,Medio Alto,Institutos Profesionales,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,no acreditado
10092,2011,I143S7C36J2V1,Medio Alto,Medio Alto,Muy Bajo,Medio Alto,Medio,Muy Bajo,Muy Bajo,Alto,Muy Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,VESPERTINO,no acreditado
10093,2011,I143S7C36J1V1,Medio,Alto,Muy Bajo,Muy Bajo,Medio,Muy Bajo,Bajo,Alto,Muy Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
10094,2011,I143S7C30J2V1,Medio,Bajo,Muy Bajo,Alto,Bajo,Bajo,Muy Bajo,Medio,Bajo,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,no acreditado
10095,2011,I143S7C30J1V1,Alto,Bajo,Muy Bajo,Muy Bajo,Medio,Medio Alto,Muy Bajo,Bajo,Muy Bajo,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,no acreditado
10098,2011,I143S7C28J2V1,Medio Alto,Medio,Muy Bajo,Medio Alto,Muy Bajo,Muy Bajo,Muy Bajo,Bajo,Muy Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,VESPERTINO,no acreditado
10100,2011,I143S7C27J2V1,Medio,Medio Alto,Medio Alto,Medio Alto,Medio,Muy Bajo,Muy Bajo,Alto,Medio Alto,Institutos Profesionales,SERVICIOS,PRESENCIAL,VESPERTINO,no acreditado
10101,2011,I143S7C27J1V1,Alto,Medio,Medio,Muy Bajo,Medio Alto,Bajo,Muy Bajo,Medio,Medio,Institutos Profesionales,SERVICIOS,PRESENCIAL,DIURNO,no acreditado
10105,2011,I143S7C26J2V1,Medio Alto,Medio Alto,Alto,Medio Alto,Medio,Muy Bajo,Muy Bajo,Alto,Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,no acreditado
10106,2011,I143S7C26J1V1,Alto,Muy Bajo,Alto,Bajo,Medio,Medio Alto,Muy Bajo,Muy Bajo,Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
10107,2011,I143S7C24J2V1,Bajo,Muy Bajo,Medio Alto,Medio,Medio,Medio Alto,Muy Bajo,Bajo,Bajo,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,no acreditado
10108,2011,I143S7C23J2V1,Medio Alto,Alto,Alto,Alto,Bajo,Muy Bajo,Muy Bajo,Alto,Medio Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,no acreditado
10109,2011,I143S7C23J1V1,Medio Alto,Bajo,Alto,Medio,Bajo,Medio Alto,Muy Bajo,Bajo,Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
10110,2011,I143S7C22J2V1,Alto,Bajo,Muy Bajo,Medio Alto,Bajo,Medio,Bajo,Bajo,Muy Bajo,Institutos Profesionales,HUMANIDADES Y ARTES,PRESENCIAL,VESPERTINO,no acreditado
10111,2011,I143S7C22J1V1,Alto,Medio,Muy Bajo,Bajo,Medio,Medio,Bajo,Medio,Muy Bajo,Institutos Profesionales,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,no acreditado
10112,2011,I143S7C20J2V1,Medio Alto,Bajo,Medio Alto,Medio Alto,Bajo,Bajo,Bajo,Medio Alto,Medio Alto,Institutos Profesionales,HUMANIDADES Y ARTES,PRESENCIAL,VESPERTINO,no acreditado
10113,2011,I143S7C20J1V1,Alto,Bajo,Medio Alto,Muy Bajo,Bajo,Medio Alto,Bajo,Bajo,Medio Alto,Institutos Profesionales,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,no acreditado
10115,2011,I143S7C110J1V1,Bajo,Medio,Muy Bajo,Bajo,Bajo,Bajo,Bajo,Medio Alto,Muy Bajo,Institutos Profesionales,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,no acreditado
10116,2011,I143S7C108J1V1,Alto,Bajo,Muy Bajo,Muy Bajo,Bajo,Medio,Muy Bajo,Medio Alto,Muy Bajo,Institutos Profesionales,SERVICIOS,PRESENCIAL,DIURNO,no acreditado
10117,2011,I143S15C9J2V1,Medio Alto,Medio Alto,Bajo,Medio Alto,Bajo,Muy Bajo,Muy Bajo,Alto,Medio,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,no acreditado
10119,2011,I143S15C84J1V1,Alto,Medio Alto,Medio Alto,Muy Bajo,Medio,Bajo,Muy Bajo,Medio,Medio,Institutos Profesionales,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,no acreditado
10120,2011,I143S15C83J2V1,Alto,Alto,Muy Bajo,Alto,Bajo,Muy Bajo,Muy Bajo,Medio Alto,Muy Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,VESPERTINO,no acreditado
10121,2011,I143S15C83J1V1,Medio,Medio,Muy Bajo,Muy Bajo,Medio Alto,Muy Bajo,Muy Bajo,Medio Alto,Muy Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
10123,2011,I143S15C77J1V1,Alto,Medio Alto,Medio Alto,Muy Bajo,Medio Alto,Bajo,Muy Bajo,Bajo,Medio,Institutos Profesionales,SERVICIOS,PRESENCIAL,DIURNO,no acreditado
10125,2011,I143S15C71J1V1,Medio,Bajo,Muy Bajo,Muy Bajo,Medio,Muy Bajo,Bajo,Medio Alto,Muy Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
10126,2011,I143S15C70J1V1,Alto,Medio Alto,Muy Bajo,Muy Bajo,Medio,Muy Bajo,Bajo,Medio Alto,Muy Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
10127,2011,I143S15C69J1V1,Alto,Medio Alto,Muy Bajo,Muy Bajo,Medio Alto,Muy Bajo,Bajo,Medio Alto,Muy Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
10128,2011,I143S15C4J2V1,Alto,Bajo,Medio Alto,Medio,Medio,Muy Bajo,Muy Bajo,Muy Bajo,Medio,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,no acreditado
10129,2011,I143S15C4J1V1,Medio Alto,Medio,Medio,Muy Bajo,Medio,Medio,Muy Bajo,Medio,Bajo,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,no acreditado
10130,2011,I143S15C42J2V1,Alto,Medio Alto,Alto,Medio Alto,Medio,Muy Bajo,Muy Bajo,Medio,Medio Alto,Institutos Profesionales,SERVICIOS,PRESENCIAL,VESPERTINO,no acreditado
10131,2011,I143S15C42J1V1,Medio Alto,Alto,Medio Alto,Muy Bajo,Medio Alto,Medio,Muy Bajo,Alto,Medio Alto,Institutos Profesionales,SERVICIOS,PRESENCIAL,DIURNO,no acreditado
10133,2011,I143S15C39J1V1,Muy Bajo,Bajo,Muy Bajo,Muy Bajo,Muy Bajo,Medio,Muy Bajo,Medio,Muy Bajo,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,no acreditado
10135,2011,I143S15C30J2V1,Bajo,Medio,Bajo,Alto,Medio,Muy Bajo,Muy Bajo,Alto,Bajo,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,no acreditado
10136,2011,I143S15C30J1V1,Muy Bajo,Medio,Muy Bajo,Bajo,Medio Alto,Bajo,Muy Bajo,Medio Alto,Muy Bajo,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,no acreditado
10139,2011,I143S15C28J1V1,Alto,Alto,Muy Bajo,Bajo,Medio,Bajo,Muy Bajo,Bajo,Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
10140,2011,I143S15C27J2V1,Alto,Alto,Medio Alto,Medio Alto,Medio,Muy Bajo,Muy Bajo,Alto,Medio,Institutos Profesionales,SERVICIOS,PRESENCIAL,VESPERTINO,no acreditado
10143,2011,I143S15C26J1V1,Alto,Bajo,Medio Alto,Muy Bajo,Medio,Muy Bajo,Muy Bajo,Muy Bajo,Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
10145,2011,I143S15C24J1V1,Alto,Bajo,Medio Alto,Bajo,Medio Alto,Bajo,Muy Bajo,Bajo,Medio Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
10147,2011,I143S15C20J1V1,Medio Alto,Medio,Medio Alto,Muy Bajo,Medio,Bajo,Muy Bajo,Bajo,Medio Alto,Institutos Profesionales,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,no acreditado
10148,2011,I143S15C202J2V1,Alto,Medio Alto,Medio Alto,Medio Alto,Medio,Muy Bajo,Muy Bajo,Medio Alto,Medio Alto,Institutos Profesionales,SERVICIOS,PRESENCIAL,VESPERTINO,no acreditado
10149,2011,I143S15C202J1V1,Alto,Alto,Medio Alto,Muy Bajo,Medio,Medio,Muy Bajo,Medio Alto,Medio,Institutos Profesionales,SERVICIOS,PRESENCIAL,DIURNO,no acreditado
10150,2011,I143S15C116J2V1,Alto,Medio,Medio Alto,Medio Alto,Bajo,Muy Bajo,Muy Bajo,Bajo,Medio Alto,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,no acreditado
10151,2011,I143S15C114J2V1,Alto,Bajo,Medio,Medio Alto,Medio,Bajo,Muy Bajo,Bajo,Muy Bajo,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,no acreditado
10153,2011,I143S15C108J2V1,Alto,Bajo,Bajo,Medio,Medio Alto,Medio,Muy Bajo,Bajo,Bajo,Institutos Profesionales,SERVICIOS,PRESENCIAL,VESPERTINO,no acreditado
10154,2011,I143S15C108J1V1,Alto,Bajo,Muy Bajo,Muy Bajo,Medio Alto,Muy Bajo,Muy Bajo,Medio,Bajo,Institutos Profesionales,SERVICIOS,PRESENCIAL,DIURNO,no acreditado
10156,2011,I183S1C9J2V1,Muy Bajo,Bajo,Bajo,Alto,Muy Bajo,Bajo,Muy Bajo,Medio Alto,Bajo,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,no acreditado
10157,2011,I183S1C1J1V1,Medio,Muy Bajo,Muy Bajo,Alto,Muy Bajo,Bajo,Bajo,Muy Bajo,Muy Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
10159,2011,I183S1C11J1V1,Medio,Bajo,Muy Bajo,Alto,Bajo,Alto,Muy Bajo,Muy Bajo,Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
10160,2011,I709S0C0J1V1,Alto,Bajo,Bajo,Muy Bajo,Bajo,Medio Alto,Medio,Muy Bajo,Muy Bajo,Institutos Profesionales,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,no acreditado
10161,2011,I108S1C3J1V1,Medio Alto,Medio,Bajo,Medio,Bajo,Medio Alto,Bajo,Bajo,Bajo,Institutos Profesionales,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,no acreditado
10164,2011,I162S2C3J2V1,Medio,Medio Alto,Alto,Alto,Muy Bajo,Muy Bajo,Muy Bajo,Medio,Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,no acreditado
10166,2011,I162S2C1J2V1,Medio,Medio,Alto,Alto,Muy Bajo,Bajo,Muy Bajo,Bajo,Alto,Institutos Profesionales,CIENCIAS,PRESENCIAL,VESPERTINO,no acreditado
10167,2011,I144S1C8J1V1,Alto,Muy Bajo,Muy Bajo,Muy Bajo,Medio,Medio Alto,Alto,Muy Bajo,Alto,Institutos Profesionales,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,no acreditado
10168,2011,I144S1C7J1V1,Medio,Medio,Medio Alto,Medio,Muy Bajo,Medio Alto,Medio Alto,Medio,Medio,Institutos Profesionales,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,no acreditado
10169,2011,I144S1C5J1V1,Medio Alto,Medio Alto,Bajo,Bajo,Bajo,Alto,Medio Alto,Medio Alto,Bajo,Institutos Profesionales,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,no acreditado
10170,2011,I144S1C52J2V1,Alto,Muy Bajo,Alto,Medio Alto,Medio,Medio Alto,Bajo,Bajo,Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,no acreditado
10171,2011,I144S1C51J2V1,Alto,Muy Bajo,Medio Alto,Medio Alto,Muy Bajo,Medio Alto,Medio,Muy Bajo,Alto,Institutos Profesionales,HUMANIDADES Y ARTES,PRESENCIAL,VESPERTINO,no acreditado
10172,2011,I144S1C49J1V1,Alto,Muy Bajo,Alto,Bajo,Medio,Alto,Medio Alto,Muy Bajo,Alto,Institutos Profesionales,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,no acreditado
10174,2011,I144S1C46J1V1,Alto,Bajo,Alto,Medio,Medio,Medio Alto,Medio Alto,Bajo,Alto,Institutos Profesionales,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,no acreditado
10176,2011,I144S1C40J1V1,Medio Alto,Bajo,Medio Alto,Medio,Bajo,Medio Alto,Medio Alto,Muy Bajo,Medio,Institutos Profesionales,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,no acreditado
10177,2011,I144S1C31J2V1,Medio Alto,Medio,Medio,Medio Alto,Bajo,Medio Alto,Medio,Medio Alto,Bajo,Institutos Profesionales,HUMANIDADES Y ARTES,PRESENCIAL,VESPERTINO,no acreditado
10178,2011,I144S1C30J1V1,Medio Alto,Muy Bajo,Alto,Bajo,Medio Alto,Bajo,Medio Alto,Muy Bajo,Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
10180,2011,I144S1C21J1V1,Alto,Muy Bajo,Medio Alto,Medio,Muy Bajo,Medio Alto,Alto,Bajo,Medio Alto,Institutos Profesionales,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,no acreditado
10181,2011,I144S1C10J2V1,Alto,Bajo,Medio Alto,Medio Alto,Medio,Medio,Medio,Medio,Medio Alto,Institutos Profesionales,HUMANIDADES Y ARTES,PRESENCIAL,VESPERTINO,no acreditado
10186,2011,I123S2C9J1V1,Bajo,Bajo,Bajo,Bajo,Medio,Muy Bajo,Muy Bajo,Bajo,Muy Bajo,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,no acreditado
10189,2011,I123S2C59J1V1,Alto,Medio,Alto,Muy Bajo,Medio Alto,Muy Bajo,Muy Bajo,Bajo,Medio Alto,Institutos Profesionales,SERVICIOS,PRESENCIAL,DIURNO,no acreditado
10191,2011,I123S2C58J1V1,Alto,Bajo,Bajo,Muy Bajo,Medio Alto,Muy Bajo,Muy Bajo,Muy Bajo,Medio,Institutos Profesionales,SERVICIOS,PRESENCIAL,DIURNO,no acreditado
10192,2011,I123S2C57J2V1,Alto,Bajo,Medio Alto,Medio,Medio Alto,Medio,Muy Bajo,Bajo,Medio Alto,Institutos Profesionales,HUMANIDADES Y ARTES,PRESENCIAL,VESPERTINO,no acreditado
10195,2011,I123S2C55J2V1,Alto,Bajo,Medio,Medio Alto,Bajo,Bajo,Muy Bajo,Bajo,Medio,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,no acreditado
10197,2011,I123S2C54J1V1,Alto,Bajo,Medio Alto,Muy Bajo,Medio Alto,Muy Bajo,Muy Bajo,Muy Bajo,Medio Alto,Institutos Profesionales,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,no acreditado
10198,2011,I123S2C52J2V1,Alto,Medio Alto,Alto,Medio Alto,Medio Alto,Muy Bajo,Muy Bajo,Medio,Alto,Institutos Profesionales,CIENCIAS,PRESENCIAL,VESPERTINO,no acreditado
10200,2011,I123S2C51J2V1,Alto,Medio Alto,Alto,Medio Alto,Medio,Muy Bajo,Muy Bajo,Bajo,Alto,Institutos Profesionales,CIENCIAS,PRESENCIAL,VESPERTINO,no acreditado
10201,2011,I123S2C51J1V1,Alto,Medio Alto,Alto,Muy Bajo,Medio Alto,Muy Bajo,Muy Bajo,Bajo,Alto,Institutos Profesionales,CIENCIAS,PRESENCIAL,DIURNO,no acreditado
10204,2011,I123S2C48J2V1,Alto,Alto,Medio,Medio Alto,Bajo,Muy Bajo,Muy Bajo,Alto,Medio Alto,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,no acreditado
10207,2011,I123S2C47J2V1,Alto,Alto,Muy Bajo,Medio Alto,Medio Alto,Muy Bajo,Muy Bajo,Alto,Muy Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,VESPERTINO,no acreditado
10208,2011,I123S2C47J1V1,Alto,Alto,Muy Bajo,Muy Bajo,Medio Alto,Muy Bajo,Muy Bajo,Alto,Muy Bajo,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
10209,2011,I123S2C44J2V1,Alto,Alto,Alto,Medio Alto,Medio,Muy Bajo,Muy Bajo,Alto,Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,no acreditado
10211,2011,I123S2C43J2V1,Alto,Alto,Alto,Medio,Medio,Muy Bajo,Muy Bajo,Bajo,Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,no acreditado
10212,2011,I123S2C43J1V1,Alto,Medio Alto,Alto,Muy Bajo,Medio Alto,Muy Bajo,Muy Bajo,Bajo,Medio Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
10213,2011,I123S2C42J2V1,Bajo,Medio,Alto,Medio Alto,Bajo,Muy Bajo,Muy Bajo,Medio,Alto,Institutos Profesionales,CIENCIAS,PRESENCIAL,VESPERTINO,no acreditado
10214,2011,I123S2C42J1V1,Medio,Bajo,Alto,Medio,Medio Alto,Bajo,Muy Bajo,Muy Bajo,Medio Alto,Institutos Profesionales,CIENCIAS,PRESENCIAL,DIURNO,no acreditado
10216,2011,I123S2C41J1V1,Medio Alto,Medio Alto,Medio Alto,Bajo,Medio,Muy Bajo,Muy Bajo,Medio,Medio Alto,Institutos Profesionales,CIENCIAS,PRESENCIAL,DIURNO,no acreditado
10219,2011,I123S2C40J1V1,Muy Bajo,Medio,Medio Alto,Medio,Medio,Muy Bajo,Muy Bajo,Medio Alto,Medio,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,no acreditado
10220,2011,I123S2C39J2V1,Medio,Bajo,Muy Bajo,Medio Alto,Medio,Medio,Muy Bajo,Bajo,Muy Bajo,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,no acreditado
10221,2011,I123S2C39J1V1,Bajo,Bajo,Muy Bajo,Bajo,Medio,Bajo,Muy Bajo,Bajo,Bajo,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,no acreditado
10224,2011,I123S2C37J2V1,Medio Alto,Medio Alto,Medio,Medio Alto,Bajo,Muy Bajo,Muy Bajo,Medio Alto,Medio Alto,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,no acreditado
10225,2011,I123S2C37J1V1,Bajo,Medio,Bajo,Muy Bajo,Medio Alto,Muy Bajo,Muy Bajo,Medio Alto,Bajo,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,no acreditado
10226,2011,I123S2C36J2V1,Bajo,Bajo,Medio,Medio Alto,Medio Alto,Muy Bajo,Muy Bajo,Medio Alto,Medio,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,no acreditado
10227,2011,I123S2C35J2V1,Alto,Alto,Medio,Medio,Medio Alto,Muy Bajo,Muy Bajo,Medio,Medio,Institutos Profesionales,SERVICIOS,PRESENCIAL,VESPERTINO,no acreditado
10228,2011,I123S2C35J1V1,Alto,Alto,Medio,Muy Bajo,Medio,Bajo,Muy Bajo,Medio,Medio,Institutos Profesionales,SERVICIOS,PRESENCIAL,DIURNO,no acreditado
10230,2011,I123S2C34J1V1,Alto,Medio,Alto,Muy Bajo,Medio Alto,Medio,Muy Bajo,Bajo,Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
10232,2011,I123S2C32J2V1,Alto,Alto,Alto,Medio Alto,Medio,Muy Bajo,Muy Bajo,Medio Alto,Alto,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,no acreditado
